,track_id,release_date,label,popularity,genres,artist_popularity,followers,bar_mean,bar_stdev,bar_stdev_normalized,bar_max,bar_min,bar_range,bar_range_normalized,bar_diff_stdev,region_5pct_count,region_2pct_count,region_5pct_cumsum,region_2pct_cumsum,bar_count,region_5pct_bar_count,region_2pct_bar_count
35540,2zqRLGhhcagAiaYnRnhH4q,1972,UNIDISC MUSIC INC.,22,album rock::classic canadian rock::classic rock::country rock::hard rock::mellow gold::rock::soft rock,51,184684,1.0785334841628968,0.06626147207078376,0.061436638772705846,1.71727,0.72784,0.98943,0.9173845916967015,0.07624828023132914,9,42,8,39,221,32,2
35542,2zqRLGhhcagAiaYnRnhH4q,1972,UNIDISC MUSIC INC.,22,album rock::classic canadian rock::classic rock::country rock::hard rock::mellow gold::rock::soft rock,51,184684,1.0785334841628968,0.06626147207078376,0.061436638772705846,1.71727,0.72784,0.98943,0.9173845916967015,0.07624828023132914,9,42,8,40,221,32,8
35550,2zqRLGhhcagAiaYnRnhH4q,1972,UNIDISC MUSIC INC.,22,album rock::classic canadian rock::classic rock::country rock::hard rock::mellow gold::rock::soft rock,51,184684,1.0785334841628968,0.06626147207078376,0.061436638772705846,1.71727,0.72784,0.98943,0.9173845916967015,0.07624828023132914,9,42,8,41,221,32,17
35567,2zqRLGhhcagAiaYnRnhH4q,1972,UNIDISC MUSIC INC.,22,album rock::classic canadian rock::classic rock::country rock::hard rock::mellow gold::rock::soft rock,51,184684,1.0785334841628968,0.06626147207078376,0.061436638772705846,1.71727,0.72784,0.98943,0.9173845916967015,0.07624828023132914,9,42,9,42,221,1,1
35568,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,0,180,179,1
35569,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,1,180,179,5
35574,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,2,180,179,2
35576,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,3,180,179,2
35578,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,4,180,179,69
35647,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,5,180,179,17
35664,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,6,180,179,2
35666,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,7,180,179,16
35682,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,8,180,179,2
35684,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,9,180,179,1
35685,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,10,180,179,2
35687,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,11,180,179,4
35691,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,12,180,179,2
35693,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,0,13,180,179,54
35747,307B0j257d72HTyAiohF8N,1988,Columbia,44,album rock::birmingham metal::groove metal::hard rock::metal::power metal::rock,71,1894622,1.5398705555555552,0.032691896775400305,0.021230288908021692,1.92542,1.49242,0.43299999999999983,0.2811924667549617,0.03488884002544249,1,14,1,14,180,1,1
35748,30MZqUPPDRoYu7Qor3NBAf,2005,Mercury Records,37,alternative metal::groove metal::nu metal::post-grunge::rap rock,55,137226,2.42709301369863,0.14809754432547464,0.06101848733839411,2.54246,1.21633,1.3261300000000003,0.5463861469318475,0.20522559030190188,2,2,0,0,73,22,22
35770,30MZqUPPDRoYu7Qor3NBAf,2005,Mercury Records,37,alternative metal::groove metal::nu metal::post-grunge::rap rock,55,137226,2.42709301369863,0.14809754432547464,0.06101848733839411,2.54246,1.21633,1.3261300000000003,0.5463861469318475,0.20522559030190188,2,2,1,1,73,1,1
35771,30MZqUPPDRoYu7Qor3NBAf,2005,Mercury Records,37,alternative metal::groove metal::nu metal::post-grunge::rap rock,55,137226,2.42709301369863,0.14809754432547464,0.06101848733839411,2.54246,1.21633,1.3261300000000003,0.5463861469318475,0.20522559030190188,2,2,2,2,73,50,50
35821,30V02AmDYMRvrHE4L8cZAo,1965,"ABKCO Music and Records, Inc.",69,album rock::british invasion::classic rock::protopunk::rock,84,8084818,2.1944425,0.07511600016031694,0.034230106352896895,2.26252,1.68497,0.5775499999999998,0.26318757497633216,0.09342427295865408,2,6,0,0,60,8,7
35828,30V02AmDYMRvrHE4L8cZAo,1965,"ABKCO Music and Records, Inc.",69,album rock::british invasion::classic rock::protopunk::rock,84,8084818,2.1944425,0.07511600016031694,0.034230106352896895,2.26252,1.68497,0.5775499999999998,0.26318757497633216,0.09342427295865408,2,6,0,1,60,8,1
35829,30V02AmDYMRvrHE4L8cZAo,1965,"ABKCO Music and Records, Inc.",69,album rock::british invasion::classic rock::protopunk::rock,84,8084818,2.1944425,0.07511600016031694,0.034230106352896895,2.26252,1.68497,0.5775499999999998,0.26318757497633216,0.09342427295865408,2,6,1,2,60,1,1
35830,30V02AmDYMRvrHE4L8cZAo,1965,"ABKCO Music and Records, Inc.",69,album rock::british invasion::classic rock::protopunk::rock,84,8084818,2.1944425,0.07511600016031694,0.034230106352896895,2.26252,1.68497,0.5775499999999998,0.26318757497633216,0.09342427295865408,2,6,2,3,60,51,1
35831,30V02AmDYMRvrHE4L8cZAo,1965,"ABKCO Music and Records, Inc.",69,album rock::british invasion::classic rock::protopunk::rock,84,8084818,2.1944425,0.07511600016031694,0.034230106352896895,2.26252,1.68497,0.5775499999999998,0.26318757497633216,0.09342427295865408,2,6,2,4,60,51,1
35832,30V02AmDYMRvrHE4L8cZAo,1965,"ABKCO Music and Records, Inc.",69,album rock::british invasion::classic rock::protopunk::rock,84,8084818,2.1944425,0.07511600016031694,0.034230106352896895,2.26252,1.68497,0.5775499999999998,0.26318757497633216,0.09342427295865408,2,6,2,5,60,51,47
35879,30V02AmDYMRvrHE4L8cZAo,1965,"ABKCO Music and Records, Inc.",69,album rock::british invasion::classic rock::protopunk::rock,84,8084818,2.1944425,0.07511600016031694,0.034230106352896895,2.26252,1.68497,0.5775499999999998,0.26318757497633216,0.09342427295865408,2,6,2,6,60,51,2
35881,30dD56ykmN0i9GyDRNAgLY,1973,Rhino,54,album rock::classic rock::country rock::folk::folk rock::mellow gold::rock::roots rock::singer-songwriter::soft rock,68,578931,1.9096793518518522,0.019625487684786357,0.010276849705556668,1.95648,1.86121,0.09526999999999997,0.049887956272666845,0.010266364182726233,0,0,0,0,108,108,108
35989,31AOj9sFz2gM0O3hMARRBx,1991,Concord Records,74,alternative rock::dance rock::permanent wave::pop rock::rock,78,2254811,1.9095489781021897,0.011231411393463495,0.005881708991107347,1.9438,1.84797,0.09583000000000008,0.050184625321965284,0.010667503178128828,0,1,0,0,137,137,134
36123,31AOj9sFz2gM0O3hMARRBx,1991,Concord Records,74,alternative rock::dance rock::permanent wave::pop rock::rock,78,2254811,1.9095489781021897,0.011231411393463495,0.005881708991107347,1.9438,1.84797,0.09583000000000008,0.050184625321965284,0.010667503178128828,0,1,0,1,137,137,3
36126,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,0,0,102,12,11
36137,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,0,1,102,12,1
36138,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,1,2,102,1,1
36139,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,2,3,102,1,1
36140,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,3,4,102,1,1
36141,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,4,5,102,37,37
36178,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,5,6,102,2,1
36179,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,5,7,102,2,1
36180,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,6,8,102,4,1
36181,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,6,9,102,4,3
36184,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,7,10,102,1,1
36185,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,8,11,102,22,2
36187,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,8,12,102,22,20
36207,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,9,13,102,1,1
36208,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,10,14,102,2,2
36210,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,11,15,102,18,2
36212,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,11,16,102,18,2
36214,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,11,17,102,18,13
36227,32DdumVsgJrE6JWjZQPZQ0,1998,Columbia,40,funk metal::punk::rap rock::skate punk,61,191546,1.9351657843137255,0.08518220803207878,0.04401804161822096,2.10141,1.45528,0.6461300000000001,0.33388870619637345,0.12403202756846758,11,18,11,18,102,18,1
36228,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,0,0,210,35,1
36229,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,0,1,210,35,1
36230,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,0,2,210,35,1
36231,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,0,3,210,35,1
36232,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,0,4,210,35,1
36233,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,0,5,210,35,1
36234,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,0,6,210,35,1
36235,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,0,7,210,35,3
36238,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,0,8,210,35,2
36240,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,0,9,210,35,23
36263,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,1,10,210,1,1
36264,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,2,11,210,24,24
36288,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,3,12,210,1,1
36289,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,4,13,210,35,30
36319,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,4,14,210,35,2
36321,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,4,15,210,35,3
36324,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,5,16,210,1,1
36325,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,6,17,210,15,15
36340,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,7,18,210,8,2
36342,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,7,19,210,8,3
36345,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,7,20,210,8,2
36347,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,7,21,210,8,1
36348,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,8,22,210,1,1
36349,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,9,23,210,12,11
36360,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,9,24,210,12,1
36361,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,10,25,210,1,1
36362,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,11,26,210,19,19
36381,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,12,27,210,1,1
36382,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,13,28,210,56,3
36385,33lMAYStpVIDNJzSr2N7Uf,2003,Six Shooter Records Inc.,0,edmonton indie,2,85,1.3670627619047615,0.12787387019052346,0.09353913642732373,1.44566,0.35514,1.09052,0.7977102664112891,0.18541681108249183,13,29,13,29,210,56,53
36438,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,0,0,87,1,1
36439,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,1,1,87,4,4
36443,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,2,2,87,1,1
36444,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,3,3,87,17,17
36461,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,4,4,87,1,1
36462,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,5,5,87,25,2
36464,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,5,6,87,25,2
36466,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,5,7,87,25,15
36481,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,5,8,87,25,6
36487,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,6,9,87,1,1
36488,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,7,10,87,1,1
36489,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,8,11,87,3,1
36490,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,8,12,87,3,1
36491,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,8,13,87,3,1
36492,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,9,14,87,5,1
36493,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,9,15,87,5,4
36497,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,10,16,87,3,3
36500,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,11,17,87,10,4
36504,34Mi4sd3hpeqqWtfKuw46s,1985,Motley Records,64,glam metal::hard rock::metal::rock::sleaze rock,77,2354414,2.1768096551724136,0.24296099021001952,0.11161333726755078,3.87097,1.06784,2.80313,1.287723983279548,0.3273154562368332,12,28,11,18,87,10,4
